date,Time,x_(m),y_(m),z_(m),res,res25,del_log_res25,tempC,swc,del_swc,pF,logK_cmd,cov,res_sd,res25_sd,del_log_res25_sd,tempC_sd,swc_sd,del_swc_sd,pF_sd,logK_cmd_sd,cov_sd,log_res25
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.05,141.786,110.733,-0.007,13.477,0.29,0.004,2.319,-1.658,2.152,1.265,1.263,0.014,0.564,0.055,0.007,0.351,0.667,0.342,2.0442770660653835
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.1,137.905,108.854,-0.007,13.916,0.292,0.004,2.311,-1.638,2.14,1.259,1.257,0.013,0.5,0.054,0.007,0.34,0.648,0.366,2.0368443924585065
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.15,132.545,105.358,-0.007,14.205,0.295,0.004,2.291,-1.599,2.12,1.251,1.25,0.012,0.291,0.053,0.007,0.341,0.633,0.376,2.022667517864814
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.2,121.571,96.986,-0.007,14.357,0.307,0.004,2.215,-1.457,2.078,1.245,1.244,0.012,0.126,0.051,0.007,0.357,0.612,0.338,1.986709048064589
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.25,99.302,79.51,-0.006,14.51,0.342,0.003,1.97,-1.04,2.025,1.216,1.215,0.011,0.083,0.046,0.006,0.412,0.561,0.237,1.9004217534577377
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.3,84.295,67.632,-0.004,14.597,0.374,0.002,1.664,-0.637,2.024,1.183,1.182,0.011,0.046,0.039,0.007,0.506,0.529,0.171,1.8301522304849436
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.35,75.234,60.415,-0.004,14.633,0.396,0.002,1.35,-0.323,2.047,1.167,1.166,0.011,0.028,0.033,0.007,0.56,0.495,0.153,1.7811447798206852
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.4,67.998,54.638,-0.003,14.66,0.411,0.001,1.065,-0.079,2.062,1.156,1.156,0.012,0.025,0.025,0.006,0.515,0.405,0.139,1.7374947938055996
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.45,61.596,49.527,-0.003,14.687,0.42,0.001,0.856,0.08,2.066,1.155,1.154,0.012,0.026,0.015,0.005,0.401,0.283,0.128,1.6948420222504814
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.5,55.816,44.913,-0.003,14.719,0.424,0.001,0.735,0.17,2.074,1.148,1.147,0.012,0.026,0.008,0.003,0.248,0.155,0.124,1.6523720650812221
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.55,50.756,40.882,-0.003,14.761,0.424,0.0,0.804,0.157,2.08,1.133,1.133,0.012,0.026,0.003,0.002,0.163,0.078,0.119,1.611532133890776
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.6,48.548,39.136,-0.004,14.796,0.422,0.0,0.954,0.093,2.073,1.141,1.141,0.011,0.025,0.002,0.001,0.128,0.064,0.119,1.5925764353561915
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.65,47.889,38.626,-0.004,14.82,0.421,0.0,1.044,0.049,2.07,1.139,1.139,0.01,0.021,0.002,0.001,0.088,0.051,0.128,1.5868797361574234
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.7,47.81,38.578,-0.005,14.837,0.42,0.0,1.098,0.02,2.077,1.138,1.138,0.01,0.017,0.002,0.001,0.069,0.043,0.144,1.5863397087542486
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.75,48.365,39.035,-0.006,14.847,0.419,0.0,1.132,-0.001,2.082,1.138,1.138,0.009,0.008,0.002,0.001,0.058,0.044,0.166,1.5914541837007063
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.8,50.849,41.042,-0.007,14.85,0.417,0.001,1.183,-0.041,2.127,1.142,1.142,0.008,0.001,0.006,0.003,0.133,0.115,0.251,1.6132285160365096
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.85,52.787,42.607,-0.008,14.85,0.415,0.001,1.214,-0.069,2.184,1.13,1.13,0.008,0.0,0.009,0.003,0.17,0.153,0.32,1.6294809561832442
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.9,53.979,43.569,-0.008,14.85,0.414,0.001,1.237,-0.09,2.2,1.117,1.117,0.008,0.0,0.01,0.004,0.194,0.178,0.325,1.6391775920802145
2023_05_06_00_30,2023-05-06 00:30:00,2.35,0.6,0.95,54.483,43.976,-0.009,14.85,0.413,0.002,1.254,-0.106,2.193,1.117,1.117,0.008,0.0,0.012,0.004,0.21,0.197,0.294,1.6432157239576741
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.0,141.14,107.174,0.011,12.334,0.3,-0.005,2.257,-1.549,2.162,1.286,1.286,0.024,0.145,0.06,0.014,0.391,0.725,0.291,2.030089439964261
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.05,138.419,106.397,0.009,12.828,0.3,-0.004,2.257,-1.544,2.16,1.28,1.278,0.024,0.566,0.059,0.014,0.376,0.702,0.345,2.0269293826412307
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.1,134.401,104.439,0.007,13.27,0.302,-0.003,2.247,-1.519,2.146,1.273,1.271,0.024,0.503,0.057,0.014,0.364,0.68,0.37,2.018862704815393
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.15,128.723,100.757,0.005,13.566,0.306,-0.003,2.222,-1.472,2.126,1.261,1.26,0.023,0.295,0.055,0.013,0.361,0.656,0.381,2.0032752280713915
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.2,117.504,92.336,0.005,13.727,0.319,-0.003,2.135,-1.314,2.082,1.252,1.251,0.022,0.137,0.053,0.013,0.379,0.63,0.343,1.9653710569645875
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.25,95.149,75.081,0.005,13.9,0.357,-0.003,1.832,-0.854,2.031,1.221,1.22,0.02,0.094,0.046,0.013,0.472,0.584,0.245,1.8755300483338282
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.3,80.271,63.494,0.004,14.0,0.389,-0.003,1.436,-0.41,2.031,1.186,1.185,0.018,0.056,0.037,0.012,0.564,0.532,0.182,1.8027326876540817
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.35,71.409,56.548,0.004,14.047,0.409,-0.002,1.097,-0.111,2.056,1.168,1.167,0.018,0.038,0.028,0.009,0.534,0.439,0.166,1.7524172493264816
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.4,64.373,51.021,0.004,14.083,0.42,-0.001,0.84,0.085,2.074,1.154,1.154,0.017,0.035,0.018,0.007,0.404,0.304,0.154,1.707748966430295
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.45,58.243,46.205,0.004,14.122,0.425,-0.0,0.705,0.18,2.08,1.157,1.157,0.017,0.035,0.009,0.004,0.245,0.167,0.143,1.6646889745802396
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.5,52.807,41.931,0.003,14.16,0.426,0.0,0.663,0.212,2.089,1.156,1.155,0.016,0.03,0.004,0.002,0.11,0.067,0.138,1.6225352198875458
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.55,48.22,38.321,0.003,14.196,0.425,-0.0,0.784,0.167,2.094,1.146,1.146,0.015,0.017,0.002,0.0,0.134,0.054,0.132,1.583436833621938
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.6,46.404,36.897,0.002,14.217,0.422,-0.0,0.945,0.099,2.085,1.156,1.156,0.013,0.015,0.002,0.0,0.115,0.052,0.13,1.5669910562292142
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.65,46.014,36.6,0.002,14.232,0.421,-0.0,1.036,0.055,2.08,1.154,1.154,0.012,0.013,0.001,0.0,0.074,0.038,0.138,1.5634810853944108
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.7,46.187,36.746,0.002,14.242,0.42,-0.0,1.091,0.025,2.085,1.153,1.153,0.012,0.01,0.001,0.0,0.056,0.032,0.152,1.5652100706998118
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.75,47.059,37.446,0.002,14.248,0.419,-0.0,1.126,0.004,2.087,1.155,1.155,0.011,0.005,0.001,0.001,0.04,0.028,0.171,1.5734054329645264
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.8,50.033,39.814,0.001,14.25,0.418,-0.0,1.166,-0.027,2.128,1.156,1.156,0.011,0.001,0.004,0.002,0.104,0.086,0.253,1.6000358121146183
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.85,52.301,41.619,0.001,14.25,0.416,-0.0,1.196,-0.052,2.184,1.141,1.141,0.011,0.0,0.007,0.003,0.146,0.127,0.323,1.619291640995758
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.9,53.689,42.723,0.001,14.25,0.415,0.0,1.217,-0.071,2.2,1.126,1.126,0.012,0.0,0.009,0.004,0.173,0.154,0.328,1.630661741157685
2023_05_11_00_30,2023-05-11 00:30:00,2.35,0.6,0.95,54.264,43.181,0.0,14.25,0.414,0.0,1.234,-0.087,2.195,1.126,1.126,0.012,0.0,0.01,0.004,0.192,0.175,0.296,1.6352926956511322
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.0,129.027,105.125,0.005,15.251,0.305,-0.003,2.221,-1.489,2.118,1.29,1.289,0.019,0.173,0.062,0.011,0.408,0.741,0.284,2.0217060088059684
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.05,127.022,104.872,0.007,15.827,0.304,-0.004,2.229,-1.497,2.111,1.281,1.28,0.018,0.659,0.06,0.011,0.393,0.718,0.337,2.020659550455771
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.1,123.782,103.388,0.009,16.332,0.305,-0.005,2.225,-1.484,2.092,1.272,1.271,0.017,0.576,0.058,0.01,0.379,0.692,0.362,2.01447013415235
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.15,119.501,100.516,0.011,16.64,0.307,-0.006,2.213,-1.457,2.066,1.26,1.259,0.015,0.321,0.056,0.009,0.37,0.667,0.371,2.002235197663352
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.2,110.234,92.958,0.012,16.752,0.318,-0.007,2.143,-1.327,2.019,1.244,1.244,0.013,0.115,0.053,0.008,0.371,0.627,0.339,1.9682867712606744
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.25,90.33,76.283,0.012,16.815,0.353,-0.007,1.868,-0.896,1.966,1.21,1.209,0.01,0.038,0.046,0.007,0.448,0.576,0.24,1.8824277643140044
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.3,76.86,64.951,0.012,16.845,0.385,-0.007,1.489,-0.47,1.972,1.185,1.185,0.01,0.014,0.04,0.007,0.57,0.558,0.177,1.812585841954676
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.35,68.649,58.024,0.011,16.854,0.404,-0.005,1.168,-0.182,2.002,1.177,1.177,0.01,0.006,0.033,0.007,0.57,0.496,0.161,1.76360766445369
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.4,61.93,52.349,0.011,16.858,0.415,-0.004,0.933,0.012,2.023,1.171,1.171,0.011,0.003,0.024,0.007,0.475,0.38,0.148,1.7189083899569826
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.45,56.024,47.36,0.01,16.861,0.422,-0.002,0.784,0.128,2.031,1.169,1.169,0.011,0.004,0.014,0.005,0.342,0.244,0.135,1.6754116937148633
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.5,50.729,42.881,0.009,16.858,0.425,-0.001,0.691,0.195,2.042,1.156,1.156,0.012,0.01,0.006,0.003,0.179,0.116,0.129,1.6322649047028552
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.55,46.047,38.901,0.007,16.833,0.425,-0.0,0.789,0.165,2.046,1.148,1.148,0.011,0.023,0.002,0.001,0.138,0.058,0.124,1.5899607655647774
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.6,43.892,37.054,0.005,16.801,0.422,-0.0,0.945,0.099,2.038,1.149,1.149,0.01,0.024,0.002,0.0,0.115,0.053,0.122,1.5688350971779537
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.65,43.218,36.467,0.004,16.778,0.421,0.0,1.035,0.055,2.034,1.14,1.14,0.009,0.02,0.001,0.0,0.074,0.038,0.13,1.5619000370446328
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.7,43.116,36.368,0.004,16.762,0.42,0.0,1.09,0.025,2.04,1.135,1.135,0.008,0.016,0.001,0.0,0.055,0.03,0.146,1.5607194183808957
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.75,43.612,36.778,0.003,16.753,0.419,-0.0,1.122,0.007,2.042,1.131,1.131,0.007,0.007,0.001,0.0,0.027,0.016,0.168,1.5655881084643084
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.8,45.753,38.581,0.002,16.75,0.419,-0.0,1.134,-0.001,2.087,1.133,1.133,0.007,0.001,0.002,0.001,0.038,0.031,0.255,1.5863734801469924
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.85,47.26,39.852,0.001,16.75,0.418,-0.0,1.146,-0.011,2.148,1.127,1.127,0.008,0.0,0.003,0.002,0.075,0.062,0.325,1.60045012164601
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.9,48.122,40.579,0.0,16.75,0.418,-0.0,1.159,-0.021,2.17,1.121,1.121,0.008,0.0,0.004,0.002,0.1,0.084,0.335,1.6083013403850286
2023_05_16_00_30,2023-05-16 00:30:00,2.35,0.6,0.95,48.517,40.912,-0.0,16.75,0.417,-0.0,1.169,-0.03,2.167,1.123,1.123,0.008,0.0,0.005,0.002,0.117,0.1,0.304,1.6118507106822602
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.0,130.583,105.548,-0.001,14.91,0.303,0.0,2.237,-1.509,2.119,1.268,1.267,0.036,0.19,0.058,0.019,0.38,0.686,0.282,2.0234500083950433
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.05,128.956,105.811,-0.001,15.56,0.301,0.0,2.248,-1.528,2.115,1.264,1.263,0.035,0.745,0.057,0.019,0.371,0.676,0.334,2.024530818842588
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.1,126.289,105.024,-0.001,16.143,0.301,-0.0,2.252,-1.531,2.098,1.26,1.258,0.033,0.666,0.056,0.019,0.364,0.662,0.357,2.0212885550369806
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.15,123.079,103.299,0.001,16.543,0.3,-0.001,2.256,-1.538,2.071,1.254,1.253,0.032,0.397,0.055,0.018,0.358,0.652,0.359,2.0140961172932506
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.2,115.424,97.392,0.002,16.778,0.306,-0.001,2.219,-1.464,2.022,1.244,1.243,0.029,0.196,0.053,0.017,0.354,0.628,0.322,1.9885232844089331
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.25,97.068,82.397,0.005,17.045,0.334,-0.003,2.03,-1.136,1.968,1.228,1.227,0.025,0.147,0.051,0.015,0.401,0.607,0.224,1.9159113997169723
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.3,84.145,71.692,0.007,17.211,0.36,-0.004,1.777,-0.805,1.97,1.213,1.212,0.023,0.098,0.049,0.015,0.525,0.626,0.162,1.8554706961183296
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.35,76.079,64.949,0.008,17.3,0.377,-0.004,1.532,-0.553,1.995,1.216,1.215,0.021,0.077,0.047,0.013,0.618,0.643,0.148,1.8125724687604672
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.4,69.229,59.199,0.009,17.375,0.392,-0.005,1.308,-0.34,2.011,1.216,1.215,0.019,0.072,0.043,0.011,0.635,0.61,0.137,1.7723143706055215
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.45,62.967,53.939,0.01,17.453,0.403,-0.004,1.125,-0.171,2.015,1.209,1.208,0.018,0.072,0.035,0.01,0.6,0.532,0.127,1.731902890605792
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.5,57.124,49.012,0.011,17.526,0.413,-0.003,0.972,-0.027,2.023,1.19,1.189,0.017,0.053,0.026,0.009,0.509,0.421,0.124,1.6903024248395344
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.55,51.465,44.189,0.011,17.559,0.417,-0.002,0.97,0.027,2.028,1.186,1.186,0.016,0.012,0.018,0.007,0.38,0.302,0.119,1.6453141735605752
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.6,48.329,41.495,0.011,17.557,0.419,-0.001,1.042,0.024,2.021,1.172,1.172,0.014,0.003,0.011,0.004,0.251,0.202,0.117,1.617995768923379
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.65,46.983,40.336,0.011,17.554,0.419,-0.001,1.085,0.016,2.019,1.149,1.149,0.013,0.003,0.006,0.003,0.166,0.128,0.126,1.6056928283323706
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.7,46.342,39.784,0.01,17.552,0.419,-0.0,1.12,0.001,2.031,1.134,1.134,0.012,0.002,0.005,0.002,0.12,0.093,0.139,1.5997084462241684
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.75,46.154,39.621,0.01,17.55,0.419,-0.0,1.137,-0.005,2.041,1.116,1.116,0.011,0.001,0.003,0.001,0.074,0.058,0.158,1.5979254325604597
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.8,46.927,40.285,0.008,17.55,0.419,-0.0,1.136,-0.002,2.094,1.095,1.095,0.012,0.0,0.002,0.001,0.044,0.035,0.244,1.6051433679800673
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.85,47.449,40.733,0.007,17.55,0.419,-0.0,1.14,-0.006,2.161,1.085,1.085,0.013,0.0,0.002,0.001,0.057,0.046,0.317,1.6099463972076675
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.9,47.71,40.956,0.006,17.55,0.418,-0.0,1.144,-0.009,2.184,1.084,1.084,0.014,0.0,0.003,0.002,0.069,0.057,0.332,1.6123175343262637
2023_05_21_00_30,2023-05-21 00:30:00,2.35,0.6,0.95,47.886,41.108,0.006,17.55,0.418,-0.0,1.146,-0.011,2.181,1.085,1.085,0.015,0.0,0.003,0.002,0.074,0.061,0.303,1.6139263478556867
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.0,155.726,124.058,0.039,14.297,0.265,-0.021,2.477,-1.967,2.058,1.238,1.238,0.038,0.168,0.047,0.023,0.286,0.589,0.336,2.0936247754105595
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.05,153.35,123.829,0.037,14.873,0.264,-0.02,2.482,-1.976,2.056,1.233,1.231,0.038,0.66,0.046,0.022,0.276,0.571,0.382,2.0928223657267297
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.1,149.839,122.473,0.036,15.392,0.265,-0.019,2.481,-1.972,2.038,1.229,1.227,0.037,0.593,0.044,0.022,0.267,0.554,0.405,2.0880403561009677
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.15,145.11,119.62,0.035,15.756,0.265,-0.018,2.474,-1.959,2.011,1.223,1.221,0.036,0.358,0.044,0.021,0.268,0.546,0.407,2.077803798076088
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.2,134.859,111.743,0.031,15.979,0.273,-0.017,2.427,-1.862,1.962,1.216,1.214,0.035,0.187,0.042,0.02,0.272,0.525,0.371,2.0482203268232873
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.25,111.828,93.227,0.027,16.246,0.301,-0.015,2.251,-1.518,1.901,1.219,1.217,0.034,0.149,0.044,0.02,0.328,0.532,0.284,1.9695417090582503
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.3,95.865,80.235,0.022,16.419,0.328,-0.014,2.053,-1.19,1.899,1.219,1.217,0.035,0.105,0.047,0.021,0.424,0.578,0.236,1.9043638569506982
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.35,86.093,72.22,0.019,16.519,0.348,-0.012,1.87,-0.939,1.921,1.225,1.224,0.036,0.089,0.049,0.022,0.516,0.618,0.224,1.8586574840908079
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.4,78.029,65.585,0.017,16.607,0.367,-0.011,1.678,-0.704,1.935,1.225,1.224,0.036,0.086,0.047,0.023,0.579,0.625,0.213,1.816804522879766
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.45,70.684,59.537,0.014,16.7,0.383,-0.009,1.466,-0.481,1.937,1.227,1.226,0.036,0.086,0.044,0.023,0.62,0.611,0.201,1.7747869472695479
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.5,64.107,54.106,0.013,16.79,0.396,-0.008,1.251,-0.276,1.941,1.22,1.22,0.036,0.066,0.039,0.023,0.613,0.569,0.195,1.733245428182445
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.55,57.696,48.761,0.01,16.85,0.404,-0.007,1.174,-0.168,1.938,1.227,1.227,0.036,0.022,0.033,0.022,0.524,0.489,0.185,1.6880726036327385
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.6,54.271,45.889,0.01,16.871,0.405,-0.007,1.226,-0.167,1.922,1.23,1.23,0.036,0.014,0.03,0.02,0.435,0.436,0.175,1.6617085937762919
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.65,52.978,44.809,0.011,16.884,0.405,-0.008,1.28,-0.192,1.915,1.224,1.224,0.036,0.011,0.028,0.02,0.394,0.412,0.178,1.651365251895013
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.7,52.575,44.477,0.013,16.893,0.403,-0.008,1.329,-0.224,1.919,1.222,1.222,0.037,0.009,0.028,0.02,0.374,0.406,0.184,1.6481354861417876
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.75,52.584,44.49,0.014,16.899,0.403,-0.008,1.358,-0.242,1.92,1.215,1.215,0.039,0.004,0.028,0.02,0.356,0.397,0.195,1.6482624057480444
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.8,54.125,45.795,0.017,16.9,0.4,-0.009,1.395,-0.283,1.964,1.211,1.211,0.046,0.001,0.031,0.023,0.371,0.427,0.267,1.660818063354343
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.85,55.398,46.872,0.021,16.9,0.397,-0.011,1.427,-0.322,2.028,1.216,1.216,0.05,0.0,0.034,0.025,0.39,0.459,0.332,1.6709134849994605
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.9,56.025,47.403,0.024,16.9,0.395,-0.011,1.447,-0.345,2.05,1.221,1.221,0.053,0.0,0.035,0.025,0.398,0.473,0.341,1.6758058277968058
2023_05_26_00_30,2023-05-26 00:30:00,2.35,0.6,0.95,56.412,47.73,0.025,16.9,0.394,-0.012,1.459,-0.359,2.047,1.223,1.223,0.055,0.0,0.036,0.026,0.401,0.481,0.311,1.678791434366244
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.0,161.194,140.121,-0.042,18.119,0.239,0.019,2.637,-2.302,0.34,1.192,1.192,0.057,0.033,0.032,0.025,0.207,0.469,1.087,2.1465032280813685
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.05,161.189,140.432,-0.042,18.222,0.237,0.019,2.645,-2.321,0.357,1.191,1.191,0.057,0.117,0.032,0.025,0.206,0.467,1.09,2.1474660810125155
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.1,160.819,140.356,-0.042,18.303,0.236,0.019,2.655,-2.344,0.364,1.188,1.188,0.056,0.099,0.031,0.024,0.204,0.462,1.088,2.1472309827787543
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.15,160.181,139.869,-0.043,18.326,0.233,0.018,2.674,-2.386,0.363,1.184,1.184,0.055,0.059,0.03,0.024,0.2,0.453,1.066,2.1457214698829246
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.2,158.388,138.178,-0.043,18.284,0.229,0.018,2.699,-2.441,0.348,1.174,1.175,0.054,0.054,0.028,0.023,0.188,0.427,1.035,2.1404389023784884
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.25,154.313,134.328,-0.042,18.184,0.222,0.017,2.735,-2.522,0.34,1.15,1.151,0.052,0.06,0.024,0.021,0.165,0.376,0.974,2.128166548618336
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.3,150.835,131.081,-0.042,18.107,0.219,0.017,2.755,-2.567,0.349,1.129,1.129,0.051,0.053,0.021,0.02,0.144,0.327,0.942,2.1175397458994234
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.35,148.294,128.721,-0.041,18.053,0.218,0.016,2.764,-2.589,0.358,1.118,1.118,0.05,0.051,0.019,0.019,0.131,0.297,0.928,2.1096494050250545
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.4,145.761,126.379,-0.041,18.002,0.217,0.016,2.771,-2.603,0.366,1.111,1.111,0.05,0.051,0.018,0.019,0.122,0.278,0.921,2.101674914596571
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.45,143.006,123.841,-0.04,17.947,0.216,0.015,2.777,-2.617,0.371,1.104,1.105,0.05,0.051,0.017,0.018,0.114,0.258,0.905,2.092864450224545
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.5,139.966,121.076,-0.04,17.897,0.215,0.015,2.779,-2.623,0.391,1.098,1.098,0.049,0.036,0.016,0.018,0.106,0.24,0.891,2.083058064691019
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.55,135.964,117.566,-0.037,17.878,0.218,0.014,2.763,-2.586,0.41,1.089,1.089,0.048,0.009,0.015,0.017,0.098,0.222,0.884,2.070281742255946
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.6,133.066,115.079,-0.035,17.885,0.22,0.012,2.744,-2.543,0.422,1.092,1.092,0.049,0.007,0.015,0.017,0.098,0.22,0.877,2.060996079353422
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.65,131.815,114.013,-0.034,17.892,0.221,0.012,2.737,-2.527,0.436,1.095,1.095,0.049,0.006,0.015,0.016,0.097,0.218,0.879,2.056954373322244
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.7,130.83,113.172,-0.033,17.896,0.222,0.011,2.731,-2.514,0.455,1.099,1.099,0.049,0.005,0.016,0.016,0.1,0.225,0.89,2.0537389909012047
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.75,129.821,112.307,-0.032,17.899,0.223,0.01,2.725,-2.498,0.474,1.105,1.105,0.049,0.002,0.017,0.016,0.104,0.236,0.899,2.0504068263115838
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.8,128.779,111.406,-0.031,17.9,0.225,0.01,2.716,-2.48,0.533,1.119,1.119,0.051,0.0,0.019,0.017,0.117,0.266,0.943,2.0469085812930126
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.85,128.519,111.182,-0.03,17.9,0.225,0.01,2.714,-2.475,0.578,1.126,1.126,0.052,0.0,0.02,0.018,0.124,0.281,0.967,2.0460344820892247
