date,Time,x_(m),y_(m),z_(m),res,res25,del_log_res25,tempC,swc,del_swc,pF,logK_cmd,cov,res_sd,res25_sd,del_log_res25_sd,tempC_sd,swc_sd,del_swc_sd,pF_sd,logK_cmd_sd,cov_sd,log_res25
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.7,49.935,38.772,-0.004,13.234,0.42,0.0,1.091,0.024,2.204,1.126,1.126,0.001,0.02,0.001,0.0,0.058,0.033,0.155,1.5885182040652688
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.75,50.727,39.399,-0.004,13.247,0.419,0.0,1.136,-0.004,2.194,1.131,1.131,0.001,0.009,0.003,0.0,0.074,0.057,0.181,1.5954851989831034
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.8,52.972,41.146,-0.004,13.25,0.417,0.0,1.19,-0.045,2.237,1.134,1.134,0.001,0.002,0.005,0.001,0.129,0.105,0.26,1.6143276217508506
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.85,54.684,42.476,-0.004,13.25,0.416,0.001,1.214,-0.065,2.3,1.121,1.121,0.001,0.0,0.006,0.001,0.154,0.127,0.325,1.6281436121289496
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.9,55.734,43.291,-0.003,13.25,0.415,0.001,1.229,-0.078,2.321,1.106,1.106,0.001,0.0,0.007,0.001,0.169,0.143,0.326,1.6363976179098505
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.95,56.13,43.599,-0.003,13.25,0.415,0.001,1.24,-0.088,2.322,1.105,1.105,0.001,0.0,0.008,0.001,0.18,0.154,0.294,1.6394765282717414
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.0,72.784,57.492,-0.016,13.942,0.412,0.0,1.359,-0.164,2.282,1.154,1.155,0.019,0.071,0.002,0.001,0.039,0.037,0.253,1.7596074169057703
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.05,72.07,57.269,-0.016,14.192,0.413,-0.0,1.347,-0.155,2.282,1.149,1.149,0.018,0.287,0.002,0.001,0.049,0.043,0.31,1.757919599766488
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.1,71.004,56.727,-0.015,14.418,0.414,-0.0,1.324,-0.137,2.272,1.146,1.146,0.018,0.258,0.003,0.001,0.068,0.056,0.337,1.75378981656494
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.15,69.243,55.532,-0.015,14.579,0.415,-0.0,1.271,-0.098,2.252,1.153,1.152,0.017,0.158,0.003,0.001,0.09,0.069,0.349,1.7445433149874663
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.2,65.877,52.96,-0.014,14.68,0.418,-0.0,1.151,-0.02,2.201,1.166,1.165,0.016,0.083,0.004,0.001,0.149,0.094,0.314,1.7239479764316434
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.25,59.437,47.921,-0.014,14.803,0.424,-0.0,0.841,0.139,2.137,1.152,1.151,0.013,0.067,0.003,0.0,0.191,0.088,0.229,1.680525872193244
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.3,54.851,44.302,-0.013,14.878,0.426,-0.0,0.664,0.213,2.141,1.141,1.14,0.011,0.043,0.001,0.0,0.086,0.034,0.177,1.6464233327548399
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.35,52.007,42.043,-0.012,14.916,0.427,0.0,0.633,0.225,2.167,1.137,1.137,0.009,0.032,0.0,0.0,0.023,0.008,0.16,1.62369369776916
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.4,49.793,40.282,-0.011,14.947,0.427,0.0,0.63,0.226,2.186,1.136,1.136,0.009,0.03,0.0,0.0,0.003,0.001,0.145,1.6051110251239027
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.45,47.821,38.715,-0.01,14.979,0.427,0.0,0.631,0.226,2.196,1.142,1.142,0.008,0.03,0.0,0.0,0.015,0.006,0.133,1.5878792635995502
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.5,46.02,37.285,-0.009,15.01,0.427,0.0,0.651,0.219,2.205,1.149,1.149,0.007,0.023,0.001,0.0,0.058,0.021,0.128,1.5715341474266704
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.55,44.779,36.297,-0.007,15.031,0.425,0.0,0.784,0.168,2.203,1.147,1.147,0.006,0.008,0.002,0.0,0.134,0.054,0.126,1.5598707314469435
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.6,44.818,36.336,-0.005,15.039,0.422,0.0,0.944,0.099,2.186,1.145,1.145,0.006,0.005,0.002,0.0,0.115,0.052,0.128,1.56033711687566
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.65,45.211,36.659,-0.003,15.044,0.421,0.0,1.035,0.055,2.172,1.143,1.143,0.005,0.004,0.001,0.0,0.074,0.038,0.141,1.5641806139157428
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.7,45.764,37.11,-0.002,15.047,0.42,-0.0,1.09,0.025,2.165,1.143,1.143,0.005,0.003,0.001,0.0,0.056,0.032,0.163,1.5694909543487832
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.75,46.866,38.006,-0.001,15.049,0.419,-0.0,1.133,-0.002,2.155,1.149,1.149,0.005,0.002,0.002,0.0,0.067,0.052,0.189,1.579852164016669
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.8,49.71,40.312,0.001,15.05,0.417,-0.0,1.189,-0.045,2.199,1.153,1.153,0.005,0.0,0.005,0.001,0.132,0.108,0.269,1.6054343453477122
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.85,51.781,41.992,0.002,15.05,0.416,-0.001,1.215,-0.067,2.262,1.136,1.136,0.004,0.0,0.007,0.001,0.162,0.138,0.333,1.6231665597600842
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.9,53.032,43.007,0.003,15.05,0.415,-0.001,1.234,-0.085,2.283,1.118,1.118,0.004,0.0,0.009,0.002,0.182,0.159,0.332,1.633539148927338
2024_04_21_00_30,2024-04-21 00:30:00,2.35,0.6,0.95,53.528,43.409,0.003,15.05,0.414,-0.001,1.249,-0.099,2.284,1.117,1.117,0.004,0.0,0.01,0.002,0.196,0.173,0.299,1.6375797812433481
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.0,118.274,94.962,0.018,14.626,0.326,-0.011,2.071,-1.227,2.151,1.296,1.296,0.024,0.045,0.06,0.011,0.432,0.723,0.286,1.9775498527432602
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.05,116.083,93.546,0.017,14.782,0.329,-0.011,2.054,-1.194,2.151,1.29,1.289,0.024,0.181,0.059,0.01,0.429,0.709,0.341,1.9710252219261657
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.1,112.91,91.3,0.017,14.927,0.332,-0.011,2.025,-1.146,2.139,1.283,1.282,0.023,0.167,0.058,0.01,0.432,0.696,0.367,1.9604707775342989
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.15,108.435,87.91,0.017,15.038,0.337,-0.01,1.987,-1.086,2.119,1.268,1.268,0.022,0.108,0.056,0.01,0.437,0.677,0.379,1.9440382800544183
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.2,99.664,80.958,0.017,15.121,0.35,-0.01,1.88,-0.928,2.075,1.259,1.258,0.021,0.07,0.053,0.01,0.464,0.655,0.34,1.90825977074458
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.25,82.258,66.996,0.016,15.235,0.384,-0.009,1.483,-0.476,2.019,1.23,1.229,0.017,0.064,0.044,0.01,0.583,0.606,0.244,1.8260488738980543
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.3,70.301,57.361,0.015,15.313,0.409,-0.006,1.06,-0.092,2.018,1.186,1.185,0.016,0.05,0.029,0.01,0.54,0.458,0.183,1.7586167139759268
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.35,63.239,51.659,0.014,15.362,0.42,-0.003,0.819,0.092,2.043,1.167,1.166,0.016,0.045,0.02,0.009,0.404,0.32,0.169,1.7131459949715346
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.4,57.606,47.107,0.013,15.408,0.424,-0.002,0.702,0.176,2.06,1.154,1.153,0.017,0.044,0.012,0.008,0.263,0.201,0.157,1.6730854471605057
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.45,52.674,43.122,0.012,15.456,0.426,-0.001,0.652,0.211,2.067,1.153,1.152,0.017,0.045,0.007,0.005,0.148,0.114,0.148,1.6346988952403916
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.5,48.155,39.464,0.01,15.502,0.426,-0.0,0.654,0.216,2.077,1.155,1.154,0.016,0.034,0.003,0.002,0.08,0.05,0.142,1.5962011024540848
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.55,44.308,36.336,0.007,15.531,0.425,0.0,0.784,0.168,2.082,1.14,1.14,0.015,0.01,0.002,0.0,0.134,0.054,0.134,1.56033711687566
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.6,42.815,35.119,0.004,15.539,0.422,0.0,0.945,0.099,2.074,1.145,1.145,0.013,0.005,0.002,0.0,0.115,0.052,0.13,1.5455421410420083
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.65,42.481,34.849,0.002,15.544,0.421,0.0,1.035,0.055,2.069,1.143,1.143,0.012,0.004,0.001,0.0,0.074,0.038,0.137,1.5421903204336571
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.7,42.588,34.939,0.0,15.547,0.42,0.0,1.09,0.025,2.073,1.141,1.141,0.01,0.003,0.001,0.0,0.055,0.03,0.152,1.543310470747173
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.75,43.223,35.462,-0.002,15.549,0.419,0.0,1.123,0.006,2.075,1.142,1.142,0.009,0.002,0.001,0.0,0.035,0.026,0.173,1.549763225468786
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.8,45.745,37.531,-0.005,15.55,0.418,0.0,1.149,-0.014,2.119,1.151,1.151,0.008,0.0,0.005,0.001,0.093,0.084,0.259,1.5743901361875572
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.85,47.714,39.147,-0.007,15.55,0.417,0.0,1.161,-0.026,2.176,1.141,1.141,0.008,0.0,0.007,0.001,0.124,0.117,0.325,1.5926984858481852
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.9,48.922,40.138,-0.008,15.55,0.417,0.0,1.171,-0.036,2.193,1.128,1.128,0.009,0.0,0.009,0.002,0.147,0.142,0.329,1.6035557286247224
2024_04_26_00_30,2024-04-26 00:30:00,2.35,0.6,0.95,49.404,40.534,-0.008,15.55,0.416,0.001,1.181,-0.046,2.189,1.13,1.13,0.009,0.0,0.01,0.002,0.166,0.163,0.297,1.6078194631596596
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.0,148.084,118.545,0.014,14.502,0.277,-0.008,2.409,-1.837,2.154,1.29,1.29,0.012,0.088,0.058,0.008,0.348,0.709,0.297,2.0738832409949057
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.05,145.667,117.45,0.014,14.806,0.278,-0.008,2.404,-1.825,2.147,1.285,1.284,0.012,0.35,0.056,0.008,0.34,0.692,0.35,2.069853021113625
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.1,141.847,115.111,0.015,15.081,0.28,-0.008,2.39,-1.794,2.13,1.279,1.277,0.012,0.313,0.055,0.007,0.332,0.674,0.376,2.061116826766519
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.15,136.924,111.609,0.016,15.27,0.282,-0.009,2.374,-1.761,2.103,1.269,1.269,0.011,0.186,0.054,0.007,0.33,0.659,0.382,2.0476992169379287
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.2,126.286,103.2,0.018,15.379,0.292,-0.01,2.309,-1.633,2.057,1.258,1.258,0.011,0.092,0.053,0.007,0.336,0.635,0.343,2.0136796972911926
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.25,103.268,84.634,0.02,15.503,0.326,-0.012,2.08,-1.224,2.004,1.247,1.246,0.01,0.069,0.052,0.007,0.4,0.62,0.249,1.9275448671290216
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.3,87.182,71.58,0.022,15.581,0.359,-0.013,1.786,-0.812,2.008,1.217,1.216,0.01,0.046,0.048,0.008,0.518,0.614,0.184,1.8547916940539855
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.35,77.518,63.707,0.023,15.623,0.383,-0.012,1.479,-0.488,2.036,1.205,1.204,0.011,0.036,0.044,0.01,0.612,0.613,0.162,1.804187154381649
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.4,69.579,57.23,0.023,15.659,0.4,-0.01,1.197,-0.226,2.055,1.195,1.194,0.011,0.035,0.037,0.011,0.605,0.547,0.144,1.757623745908389
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.45,62.463,51.422,0.023,15.696,0.413,-0.007,0.981,-0.032,2.061,1.183,1.182,0.011,0.035,0.026,0.011,0.515,0.42,0.128,1.7111489640235318
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.5,55.924,46.078,0.022,15.734,0.422,-0.003,0.781,0.129,2.069,1.157,1.156,0.011,0.028,0.015,0.008,0.338,0.255,0.116,1.6634936204191935
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.55,49.834,41.089,0.019,15.763,0.424,-0.001,0.812,0.149,2.074,1.136,1.136,0.011,0.013,0.006,0.004,0.189,0.118,0.107,1.6137255717859242
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.6,46.661,38.485,0.016,15.778,0.422,-0.0,0.949,0.096,2.065,1.123,1.123,0.011,0.01,0.003,0.002,0.124,0.065,0.104,1.5852914908954985
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.65,45.377,37.435,0.014,15.788,0.421,0.0,1.035,0.055,2.061,1.107,1.107,0.01,0.009,0.001,0.0,0.074,0.038,0.113,1.5732778374640577
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.7,44.806,36.969,0.012,15.795,0.42,0.0,1.09,0.025,2.069,1.099,1.099,0.009,0.007,0.001,0.0,0.055,0.03,0.129,1.5678377032007613
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.75,44.753,36.929,0.009,15.799,0.419,0.0,1.122,0.007,2.074,1.092,1.092,0.009,0.003,0.001,0.0,0.027,0.016,0.153,1.5673675475545266
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.8,45.974,37.938,0.004,15.8,0.419,0.0,1.133,-0.0,2.12,1.101,1.101,0.009,0.001,0.002,0.001,0.033,0.028,0.241,1.579074432196862
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.85,46.866,38.674,0.001,15.8,0.419,0.0,1.142,-0.008,2.182,1.106,1.106,0.008,0.0,0.003,0.001,0.068,0.058,0.311,1.5874190928924998
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.9,47.433,39.142,-0.001,15.8,0.418,0.0,1.15,-0.015,2.203,1.107,1.107,0.007,0.0,0.004,0.002,0.09,0.077,0.321,1.5926430126038607
2024_05_01_00_30,2024-05-01 00:30:00,2.35,0.6,0.95,47.698,39.361,-0.001,15.8,0.418,0.001,1.158,-0.022,2.199,1.111,1.111,0.008,0.0,0.005,0.002,0.107,0.093,0.29,1.5950661235236596
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.0,157.707,122.892,0.019,13.382,0.269,-0.009,2.458,-1.938,2.145,1.299,1.299,0.056,0.142,0.058,0.026,0.345,0.72,0.289,2.0895236121871923
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.05,155.061,122.243,0.018,13.865,0.269,-0.008,2.459,-1.937,2.139,1.292,1.291,0.057,0.559,0.056,0.026,0.334,0.699,0.342,2.0872239995059796
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.1,151.16,120.444,0.017,14.308,0.27,-0.008,2.453,-1.922,2.122,1.286,1.284,0.055,0.508,0.055,0.025,0.323,0.679,0.368,2.0807851701974225
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.15,146.047,117.284,0.015,14.636,0.271,-0.008,2.444,-1.901,2.096,1.276,1.275,0.052,0.318,0.053,0.025,0.318,0.661,0.375,2.069238769270994
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.2,134.896,108.91,0.013,14.862,0.28,-0.007,2.387,-1.786,2.049,1.262,1.261,0.048,0.188,0.052,0.024,0.316,0.63,0.336,2.0370677580425576
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.25,110.721,90.008,0.007,15.154,0.311,-0.004,2.191,-1.41,1.994,1.244,1.242,0.039,0.163,0.05,0.021,0.358,0.598,0.241,1.9542811116776422
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.3,93.603,76.428,0.003,15.343,0.342,-0.002,1.957,-1.033,1.997,1.212,1.21,0.032,0.113,0.047,0.019,0.439,0.58,0.179,1.883252494933286
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.35,83.219,68.116,-0.001,15.448,0.366,0.001,1.717,-0.725,2.023,1.199,1.197,0.028,0.093,0.045,0.017,0.533,0.592,0.162,1.8332491368106298
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.4,74.657,61.238,-0.004,15.54,0.387,0.002,1.428,-0.427,2.041,1.187,1.185,0.025,0.089,0.04,0.015,0.601,0.574,0.146,1.787020998434658
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.45,66.891,54.99,-0.006,15.637,0.405,0.003,1.139,-0.163,2.045,1.172,1.171,0.023,0.09,0.031,0.014,0.575,0.489,0.131,1.7402837196818792
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.5,59.625,49.123,-0.007,15.73,0.418,0.003,0.892,0.051,2.052,1.148,1.147,0.023,0.069,0.019,0.011,0.428,0.328,0.121,1.6912848818232695
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.55,52.685,43.469,-0.008,15.794,0.423,0.001,0.849,0.126,2.059,1.126,1.126,0.022,0.024,0.008,0.007,0.236,0.154,0.112,1.6381796494046095
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.6,48.899,40.367,-0.008,15.817,0.422,0.001,0.963,0.087,2.05,1.115,1.114,0.02,0.015,0.004,0.004,0.142,0.084,0.108,1.6060264746553368
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.65,47.245,39.015,-0.008,15.832,0.421,0.0,1.036,0.055,2.048,1.098,1.098,0.019,0.013,0.001,0.003,0.075,0.039,0.117,1.5912316112515539
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.7,46.393,38.321,-0.007,15.842,0.42,0.0,1.09,0.025,2.057,1.091,1.091,0.017,0.01,0.001,0.002,0.055,0.031,0.132,1.583436833621938
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.75,46.022,38.02,-0.005,15.848,0.419,0.0,1.122,0.006,2.065,1.086,1.086,0.015,0.005,0.001,0.001,0.028,0.017,0.153,1.5800121125294244
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.8,46.735,38.61,-0.003,15.85,0.419,0.0,1.134,-0.001,2.115,1.093,1.093,0.014,0.001,0.002,0.0,0.039,0.032,0.239,1.5866998016240492
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.85,47.417,39.174,-0.002,15.85,0.418,0.0,1.144,-0.009,2.177,1.097,1.097,0.015,0.0,0.003,0.001,0.07,0.058,0.307,1.592997918988107
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.9,47.931,39.598,-0.002,15.85,0.418,0.0,1.152,-0.016,2.198,1.097,1.097,0.015,0.0,0.004,0.001,0.09,0.076,0.317,1.5976732513068606
2024_05_06_00_30,2024-05-06 00:30:00,2.35,0.6,0.95,48.165,39.792,-0.002,15.85,0.418,0.0,1.157,-0.021,2.193,1.099,1.099,0.016,0.0,0.005,0.002,0.103,0.089,0.286,1.5997957679258608
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.0,148.936,123.304,-0.012,15.942,0.268,0.005,2.463,-1.948,2.068,1.285,1.285,0.047,0.073,0.056,0.026,0.336,0.692,0.309,2.0909771654014913
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.05,147.222,122.56,-0.011,16.184,0.268,0.005,2.462,-1.944,2.062,1.279,1.278,0.046,0.276,0.054,0.026,0.327,0.674,0.356,2.0883487522885287
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.1,144.496,120.869,-0.011,16.395,0.269,0.005,2.457,-1.931,2.043,1.272,1.271,0.047,0.241,0.053,0.026,0.32,0.655,0.378,2.0823149290222585
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.15,141.138,118.403,-0.011,16.522,0.269,0.005,2.456,-1.928,2.016,1.263,1.263,0.047,0.134,0.052,0.026,0.312,0.639,0.379,2.07336270633065
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.2,132.891,111.597,-0.011,16.566,0.274,0.005,2.425,-1.857,1.964,1.242,1.242,0.045,0.047,0.048,0.025,0.289,0.59,0.345,2.047652519861794
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.25,113.363,95.251,-0.007,16.591,0.296,0.003,2.295,-1.583,1.908,1.223,1.223,0.041,0.018,0.045,0.023,0.267,0.531,0.257,1.9788695438458423
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.3,98.982,83.214,-0.003,16.615,0.32,0.001,2.149,-1.308,1.914,1.207,1.206,0.04,0.024,0.045,0.024,0.297,0.52,0.208,1.920196398541388
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.35,89.682,75.441,-0.001,16.642,0.339,-0.0,2.005,-1.08,1.942,1.202,1.201,0.04,0.029,0.046,0.025,0.374,0.547,0.194,1.8776074365108668
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.4,81.647,68.727,0.002,16.672,0.358,-0.002,1.836,-0.848,1.961,1.198,1.198,0.039,0.029,0.045,0.025,0.454,0.567,0.179,1.837127386948761
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.45,73.972,62.313,0.005,16.705,0.376,-0.002,1.621,-0.597,1.968,1.19,1.189,0.037,0.032,0.042,0.024,0.529,0.565,0.162,1.794578660452036
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.5,66.566,56.126,0.007,16.745,0.395,-0.002,1.368,-0.334,1.977,1.173,1.173,0.035,0.035,0.036,0.021,0.547,0.514,0.152,1.7491640919287597
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.55,58.813,49.658,0.009,16.807,0.408,-0.0,1.176,-0.128,1.982,1.174,1.173,0.032,0.041,0.026,0.017,0.447,0.399,0.141,1.6959892241501808
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.6,53.986,45.64,0.011,16.863,0.415,0.0,1.135,-0.048,1.976,1.156,1.156,0.028,0.04,0.017,0.012,0.306,0.272,0.132,1.659345635746177
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.65,51.657,43.708,0.012,16.901,0.417,-0.0,1.141,-0.03,1.976,1.133,1.132,0.023,0.034,0.01,0.008,0.221,0.186,0.137,1.6405609344046368
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.7,50.18,42.485,0.012,16.929,0.417,-0.0,1.152,-0.026,1.99,1.119,1.118,0.021,0.027,0.008,0.006,0.166,0.141,0.149,1.6282356225890844
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.75,48.952,41.461,0.012,16.946,0.418,-0.0,1.156,-0.021,2.003,1.102,1.102,0.019,0.012,0.006,0.005,0.117,0.101,0.165,1.6176397726552003
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.8,48.198,40.826,0.013,16.95,0.418,-0.0,1.148,-0.013,2.065,1.089,1.089,0.02,0.002,0.004,0.004,0.085,0.076,0.25,1.610936831232662
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.85,47.922,40.592,0.014,16.95,0.418,-0.001,1.153,-0.018,2.136,1.091,1.091,0.023,0.0,0.005,0.004,0.097,0.088,0.316,1.6084404498776554
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.9,47.925,40.595,0.016,16.95,0.418,-0.001,1.159,-0.022,2.161,1.098,1.098,0.027,0.0,0.006,0.006,0.109,0.103,0.329,1.6084725457414342
2024_05_11_00_30,2024-05-11 00:30:00,2.35,0.6,0.95,47.977,40.639,0.016,16.95,0.417,-0.001,1.163,-0.027,2.157,1.103,1.103,0.029,0.0,0.007,0.006,0.119,0.115,0.298,1.6089430127644164
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.0,157.102,130.352,-0.008,16.039,0.256,0.004,2.54,-2.103,1.859,1.268,1.268,0.03,0.066,0.05,0.014,0.302,0.646,0.389,2.1151176989665674
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.05,155.249,129.507,-0.009,16.274,0.256,0.004,2.539,-2.099,1.86,1.262,1.261,0.029,0.272,0.049,0.014,0.293,0.628,0.423,2.112293243160224
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.1,152.301,127.683,-0.009,16.493,0.257,0.004,2.533,-2.085,1.847,1.255,1.254,0.029,0.252,0.047,0.014,0.285,0.611,0.441,2.1061330781744134
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.15,148.19,124.715,-0.009,16.663,0.257,0.004,2.528,-2.074,1.825,1.246,1.245,0.029,0.164,0.046,0.014,0.275,0.59,0.441,2.0959186910523564
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.2,139.237,117.523,-0.009,16.792,0.262,0.004,2.497,-2.002,1.779,1.227,1.227,0.028,0.109,0.043,0.014,0.254,0.542,0.41,2.0701228691233866
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.25,119.954,101.653,-0.005,16.97,0.28,0.002,2.39,-1.768,1.716,1.195,1.194,0.028,0.099,0.037,0.015,0.216,0.452,0.339,2.007120200133133
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.3,105.685,89.787,-0.002,17.083,0.299,0.001,2.28,-1.538,1.716,1.169,1.168,0.028,0.066,0.035,0.016,0.202,0.404,0.31,1.9532134609772533
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.35,96.585,82.166,0.001,17.143,0.315,-0.001,2.187,-1.358,1.74,1.161,1.16,0.029,0.052,0.035,0.017,0.214,0.398,0.302,1.9146921451918115
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.4,88.782,75.615,0.003,17.194,0.331,-0.002,2.087,-1.178,1.755,1.154,1.153,0.029,0.049,0.035,0.017,0.246,0.406,0.292,1.8786079564938318
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.45,81.496,69.493,0.006,17.248,0.347,-0.004,1.967,-0.99,1.758,1.15,1.15,0.029,0.05,0.035,0.019,0.31,0.425,0.282,1.8419410604968733
2024_05_16_00_30,2024-05-16 00:30:00,2.35,0.6,0.5,74.56,63.65,0.009,17.299,0.363,-0.006,1.805,-0.785,1.766,1.147,1.147,0.03,0.038,0.035,0.019,0.421,0.463,0.277,1.8037984079896743
